Gene,Coefficient(Slope),P-Value,null_rejected
KIAA1324,-0.3942886888508506,0.0003553799732449,True
SARS,-0.1206928331056067,2.124251667307879e-05,True
SORT1,0.4098831735434908,0.0007845787437312,True
ATXN7L2,-0.1545774021803741,0.002366680597888,True
GNAI3,0.1567695280796047,0.0044205651469038,True
AMPD2,-0.2675229758005249,4.595996579501419e-05,True
RP5-1160K1.6,-0.3446677372730637,0.006696362896486,True
GSTM4,-0.2486581545436669,0.0004459081361882,True
RP11-195M16.3,0.4383320377578823,1.688631481627519e-05,True
KCNC4,0.246403725381144,0.0001157239495274,True
CD53,0.1760015167990724,0.0029498718862115,True
RP11-96K19.2,0.2755529750676879,0.0041870259577035,True
LRIF1,0.3249358028603523,6.968020120569163e-05,True
CEPT1,0.1386569904924702,0.0070067132892353,True
RAP1A,0.1707698106396857,0.0013308100681744,True
WNT2B,0.2535105187786894,7.42825283393538e-05,True
ST7L,0.2303197564948591,1.367826225987017e-08,True
CAPZA1,0.1780751467332331,0.0047951227285105,True
RHOC,-0.2724670801648979,0.0013257421560262,True
MAGI3,0.3224319024466624,0.0011642431441565,True
PHTF1,0.3140479025162496,8.600482214720874e-05,True
RP4-730K3.3,0.3559636141260291,0.0004820047050593,True
RSBN1,0.2129115935033128,0.0001570051975319,True
HIPK1,0.1213339081277474,0.0070896346590169,True
RP4-591B8.3,0.0412441290785615,0.0005822627252035,True
RN7SL432P,0.0269347790698469,0.002811878706104,True
TSPAN2,0.2543491003080112,0.0026557727074226,True
LINC01765,0.3696572960518289,0.0013842128451515,True
NGF,0.237876316849271,0.0076237011381048,True
LINC01649,0.1541304690732079,0.0073547823872478,True
SLC22A15,0.2274815604514398,0.0006227192018655,True
MAB21L3,0.4914133900576194,0.0057958403725259,True
ATP1A1,-0.141957908370878,0.0033188225220319,True
WDR3,0.1234734183915819,0.0056439999958922,True
WARS2,-0.130474871211003,0.0044087165120198,True
LINC00622,0.3927326941261413,0.0009360695839604,True
NOTCH2,0.1471700229437872,0.0024361395969087,True
SEC22B,0.1807651622857733,0.0001574456899221,True
CH17-118O6.3,0.1990955153786651,0.0048033175641963,True
FCGR1B,0.4485195750773227,0.0006042964205893,True
RP11-439A17.9,0.7088813916443816,6.769522304706891e-05,True
CH17-13I23.3,-0.2344812705486114,0.0016238650411254,True
FCGR1CP,0.5751925859818936,4.018129837500928e-05,True
RP5-998N21.4,0.730213552222323,2.2720304376540763e-05,True
RP11-14N7.2,-0.2230758846312023,0.002362672413883,True
POLR3GL,0.0904783860821961,0.0062839079074351,True
LINC01719,0.2235019431938449,0.0063768254363218,True
RP6-74O6.2,0.243967292982064,0.0056305295882169,True
ABHD17AP1,-0.2777111733499263,0.0016714542644856,True
RP11-495P10.1,0.237366942249225,0.0020012861614105,True
RP11-495P10.10,0.3410279458459299,0.0001312647132656,True
CH17-478G19.2,0.092723273912344,0.0033735326873367,True
FCGR1A,0.4091758681275915,0.0009066751779131,True
RP11-196G18.3,0.7232131307463203,9.172421599641408e-07,True
SF3B4,-0.1094376217745325,0.0036155215684258,True
MTMR11,-0.1941364892973607,0.0016638084184529,True
APH1A,-0.1142405168022124,8.951021301479748e-06,True
MCL1,0.1533449983156224,0.0073767811160394,True
ENSA,-0.0761242963384821,0.0050139635322995,True
GOLPH3L,0.1773812669634817,0.0026889587801245,True
PRUNE1,0.1184577422742636,0.0028290501096564,True
BNIPL,0.3199526460754114,0.003142627532014,True
MLLT11,0.1769768067542632,0.003091798830913,True
PI4KB,-0.0701491831392637,0.0002737632107348,True
TUFT1,0.2783536695055187,3.277073105484814e-05,True
SNX27,0.1578180956094612,0.002968578955404,True
RP11-98D18.17,0.1917542763260926,0.0014131075818574,True
S100A10,-0.1576841786982775,0.0006795227783907,True
RPTN,0.1781591952158025,0.0052230393704725,True
CRTC2,-0.1463815301160747,0.0011184339667808,True
RP11-422P24.12,0.251203013638333,0.0016215573172246,True
HAX1,-0.0881718115019052,0.0055923605870253,True
AQP10,0.3407865354687341,0.0072725120174159,True
ADAR,0.1232366283180692,0.0076136558514761,True
PMVK,-0.1311403813074595,0.0025406246709291,True
FLAD1,-0.0925256404475709,0.0011310337791162,True
ADAM15,-0.1373692280522599,0.0021591075617987,True
EFNA1,0.3651034185613988,0.0003285167429597,True
KRTCAP2,-0.123863688695191,0.0004561309068005,True
SCAMP3,-0.1143172749357173,0.0034123631655926,True
RUSC1,-0.1268682130218215,0.0018083355676439,True
ASH1L-IT1,-0.1171259990871092,0.0058531895983723,True
DAP3,-0.0556746309429415,0.0039246021303692,True
RP11-101O6.2,-0.2804600523924739,0.0033884293080968,True
CCT3,-0.1129592603944246,0.0049131091166937,True
MEF2D,-0.1592847552967118,0.000984897397006,True
SH2D2A,-0.4661538153730907,0.0045512738000101,True
ARHGEF11,0.2249974436199238,0.0033243531527896,True
RP11-71G12.1,-0.491861313789646,0.0002432754184815,True
OR10R3P,0.0567511889225742,0.0040508854248846,True
IFI16,0.2331269080870043,0.0003415908591871,True
AIM2,0.5282323698563667,9.83679142587592e-05,True
FCER1A,-0.796020874137073,5.38326202451608e-05,True
C1orf204,0.2516725264901178,0.0048669075908381,True
RP11-226L15.5,0.2078719091301973,0.0006211963874692,True
PEA15,-0.2671816537348305,3.718617776869454e-05,True
RP11-404F10.2,0.3618048065823083,7.192634700117949e-05,True
CD244,-0.2646971204796801,0.0008097550515569,True
PFDN2,-0.1747370035138157,0.0002778359153741,True
UFC1,-0.1266320239209884,0.0006818297576875,True
B4GALT3,-0.1581040127794836,0.0049098327242017,True
PCP4L1,0.3643310208666919,0.0009044687913676,True
FCGR2A,0.2677092605304832,0.0036231480140633,True
FCGR2C,0.219822727319621,0.0014179119868707,True
FCGR3B,0.3860641474682246,0.0003054951178804,True
FCGR2B,0.316197481824714,5.252963795154146e-06,True
ATF6,0.2216059082058299,0.0019671106858277,True
RP11-456P18.2,0.3386728647999376,0.0007278324886802,True
RP11-466F5.3,0.165487077406199,0.0004784229662752,True
RP3-455J7.3,0.1098861008748645,4.082638278728421e-05,True
ADCY10,0.3002767397829131,0.0033235239939862,True
BLZF1,0.193282715939518,0.002691022874485,True
F5,0.2699860004812689,0.0025778120972499,True
SELP,0.2183267150146298,0.0078430563126392,True
METTL18,0.234774359501349,0.0008908198546085,True
SCYL3,0.1901578214687741,0.0001833827782169,True
PFN1P1,-0.242570820027903,0.0054120338202621,True
PIGC,0.1194883051169976,0.0076160540978929,True
TNFSF4,0.2718414945138268,0.0001179143318518,True
RP11-296O14.2,0.3725080510418418,0.0007308236622007,True
RP11-296O14.3,0.2255471476665347,0.0002591133912917,True
ZBTB37,0.235219361208007,6.492772242831794e-05,True
RC3H1,0.1951068595524717,0.000100017255015,True
KIAA0040,0.3594246379718218,0.0001998762057399,True
RFWD2,0.1787244880060194,0.0076058070015347,True
RP11-195C7.1,0.3728207884468952,0.0011981654427295,True
SEC16B,-0.2166185131839027,0.0057828585247195,True
RALGPS2,0.1787398265351634,0.0006246719121127,True
TOR1AIP1,0.2381711208115583,0.000510554917556,True
LHX4,0.456907122872125,0.0016329216349485,True
KIAA1614,0.3809841062647244,0.0037429743004537,True
MR1,0.1301990561819128,0.0046345277432399,True
CACNA1E,0.5824444149978321,6.790901242230973e-07,True
ZNF648,0.2544985141006974,0.0008490595052914,True
LINC01344,0.3376286254319036,1.6588028319869996e-05,True
LINC00272,0.2253425836566534,9.566149348811674e-05,True
RGSL1,0.2837259092101576,0.0010492672623538,True
RNASEL,0.3630703842560469,3.158072808731919e-05,True
LINC01686,0.6179725641560794,1.0057646061903264e-07,True
NPL,0.2052149231142372,0.0020228075802745,True
LAMC1,0.2101523896242387,0.0022235896596212,True
NMNAT2,0.4261159072533445,0.0018227841982025,True
ARPC5,0.1831607815189527,0.0053091976504358,True
GS1-115G20.1,-0.1582353354897123,0.0057017812307515,True
EDEM3,0.2621903701346972,0.0021494306261362,True
FAM129A,0.3325841596684835,0.0006258902069097,True
RNF2,0.1369518703284904,0.0021648211498041,True
TRMT1L,0.2505444549534352,0.0005238984928092,True
SWT1,0.2160435368311538,6.408921964587762e-05,True
CTA-253N17.1,0.2118247127497937,0.0077028013910485,True
GS1-204I12.3,0.1249667494952847,0.0045209669535243,True
TPR,0.1006013119372064,0.0075729265762001,True
RP11-295K2.3,0.2324202025774103,0.0023207350443863,True
RGS18,0.4476770812538174,0.0001419377384206,True
RP11-142L4.2,0.0907992524868847,0.0002457559038199,True
TROVE2,0.1380701881002548,0.0043457312950963,True
NEK7,0.2284267948824541,0.0023806496263131,True
PTPRC,0.2118526337309231,0.0002615111695264,True
RP11-553K8.5,0.2567637990443376,0.0025633647180382,True
LINC00862,0.2859026951095585,0.0067247098725052,True
ZNF281,0.2808182349455295,0.0008057241496306,True
DDX59,0.2399170620242033,0.0003297001177287,True
CSRP1,-0.1032143568648146,0.0036970151772092,True
PTPN7,-0.2188797288631958,0.000348397525666,True
LGR6,-0.7329592025807946,5.54543416937309e-05,True
KLHL12,0.2232264586139744,0.0004504948385021,True
HNRNPA1P59,0.4036450741189529,0.004554190929038,True
LINC01136,0.2247948907850309,0.004768798465871,True
ATP2B4,0.1748750901359121,0.0004114390685614,True
SOX13,-0.3012978757884811,0.005883368914589,True
RP11-430C7.4,0.34313720172903,0.0011946408300603,True
LRRN2,0.2536275612877885,0.0003658332172153,True
RP11-430C7.5,0.2266569277179876,0.00539309695085,True
DSTYK,0.1136330036987513,0.0047784097923527,True
CDK18,-0.2735633749265933,0.0003346674518122,True
IKBKE,-0.1457040630841288,0.0001580071605988,True
C1orf147,-0.3182793733906636,1.6040039085321377e-05,True
EIF2D,-0.1424917899425803,0.0001710280499937,True
PFKFB2,0.4997605021160222,0.0006069632561978,True
RP11-357P18.3,0.1952153755737077,1.0708971390426036e-05,True
CR2,0.2462312510211347,0.0069230446553506,True
CR1,0.4740458615180106,1.389603383324398e-05,True
RP11-78B10.2,0.3511956189524135,0.0003973176997714,True
CD46,0.217323915898241,0.0026433646899695,True
LINC01717,0.0297058881729058,0.0006410001946856,True
SLC30A1,0.1935302105935694,0.0044388110452991,True
LPGAT1,0.1985190960396133,0.0029805177825444,True
RP11-384C4.6,-0.2890516106091859,0.0008542270419032,True
RP11-338C15.3,-0.2373549297760598,0.0035380393026166,True
BATF3,-0.3636708319400785,1.7095596626919447e-05,True
TATDN3,0.1414231667578238,0.0018872926970217,True
LYPLAL1,0.2331651479109311,0.0001115094254072,True
C1orf115,0.2296432137856139,0.0007959104620147,True
MARC2,0.3935749074157529,2.0163124649054019e-07,True
MARC1,0.40506439107065,0.001511817347286,True
RNU6ATAC35P,0.2774008760348853,0.0069670555060095,True
LINC01352,0.3005137658987737,0.0013168002376432,True
DUSP10,-0.3344331662373349,0.0047136274424713,True
BROX,0.1594696661767664,0.0039524161346963,True
TLR5,0.5798215026578737,0.000862915719293,True
SUSD4,-0.278242792078146,0.0016196311586003,True
RP11-504P24.3,0.1958384991398907,0.0052970836579546,True
CNIH4,0.2918736026934398,0.001820578636988,True
LBR,0.2113309023868937,0.0017419217239296,True
SRP9,0.1677467451986162,0.0038169496608593,True
LEFTY1,0.3180515124692792,0.0009338476073451,True
NDUFA3P3,0.0406303114981703,0.0029570905168471,True
RP11-396C23.4,0.4152326238235924,3.1901071577533964e-05,True
SNAP47,-0.093017020123386,0.0048979847104929,True
C1orf35,-0.1884152193868085,2.8676993360068177e-05,True
MRPL55,-0.2987052011633892,0.0003246120841461,True
GUK1,-0.283176284541801,0.0020023779813274,True
TRIM11,-0.1112502663666905,4.6929878178233885e-05,True
RNF187,-0.2826108956099212,2.88411346025614e-05,True
RP5-1065P14.3,0.1149472890545411,0.0067279157364275,True
RP4-613A2.1,0.1177147262922183,0.0062426702843698,True
LINC01737,0.0239584912542491,0.0068348115049839,True
FAM89A,0.3079268449210381,0.0002486738372709,True
SPRTN,0.1876321094478741,0.0022556788112466,True
EGLN1,0.2794313379557877,0.0012111958393179,True
TSNAX,0.2185082987884889,0.0004986507867227,True
DISC1,0.3015734693404572,1.3891707505226729e-06,True
SIPA1L2,0.3834643100361429,4.000724907395759e-05,True
RP11-443B7.2,0.3754151047839131,0.000109416658578,True
RP11-443B7.1,0.3723521405580272,0.0002334022262859,True
ARID4B,0.1966591602858425,0.002519311267887,True
GGPS1,0.0950405250404632,0.0063387070394372,True
LYST,0.1388038037971152,0.0010140632802538,True
ZBTB18,0.2365086653528881,0.0012771592142208,True
EFCAB2,0.231933968303989,0.0064214568816931,True
AHCTF1,0.1719761668572741,0.0004186716655904,True
ZNF695,0.3688514428897455,9.794893858237507e-05,True
RP11-488L18.10,0.2954913058778088,0.000615474141836,True
OR2T12,-0.0573987324159737,0.0065445687087634,True
XX-CR54.1,-0.184434692731673,0.0034196422477111,True
TSSC1,-0.0888128350587091,0.0044764398236916,True
ADI1,-0.1240518000331545,0.0039246220891137,True
LINC00299,-0.4180412609063521,0.0053063406017026,True
LINC01814,0.3051587528418439,0.0061501317094803,True
KIDINS220,0.2154705806116276,4.224957665105563e-05,True
MBOAT2,0.2911692703010922,5.371213421853602e-05,True
EIF1P7,-0.2176122305116995,0.0035303891046686,True
ADAM17,0.2379118157920942,0.0021576272241053,True
NOL10,-0.1003178253951849,0.0016465246544622,True
RP11-542H15.1,0.2827267448544177,0.0022124491944268,True
SMC6,0.1484554299082649,0.002122018760948,True
TTC32,0.251669763785771,0.0008624686491203,True
WDR35,0.2204068598731489,0.0004091375812527,True
PUM2,0.1247502195955298,0.0020230172404487,True
SF3B6,0.2080211894999961,0.0046080870495069,True
FAM228B,0.1498144383401827,0.0050730605293091,True
ITSN2,0.116498578647063,0.0060052993736467,True
PTRHD1,-0.1540498563975006,0.0007672402495405,True
DNAJC27,0.1377575583909236,0.0050978746210764,True
DNAJC27-AS1,0.2973165430250474,0.0029048778025936,True
POMC,-0.2689185531479848,0.0039511919015516,True
ASXL2,0.1498503225085976,0.0004788896713434,True
TMEM214,-0.1404012678652849,0.0049230153133226,True
OST4,-0.173672963726498,0.0026467668230836,True
SLC5A6,-0.1110800862484976,0.0057142160295929,True
ATRAID,-0.1189415059180926,0.0002005052037731,True
MPV17,-0.1077501607492438,0.0002237140142255,True
EIF2B4,-0.1055604062932047,0.0002221050551749,True
ZNF513,-0.1015774432546849,0.0007896949376868,True
PPM1G,-0.1297466972914898,2.567425830785736e-05,True
PLB1,0.2856136202101484,0.0051916503133975,True
AC097724.3,0.277386923403232,0.0013652248426119,True
LCLAT1,0.1683570640566067,0.0021072274315139,True
CAPN13,0.4795692479958042,0.0050780684817609,True
GALNT14,0.4678213704222344,0.0003316797036424,True
AC009305.1,0.1094526370015109,0.0019788802580066,True
SPAST,0.2445900580574932,0.0012144978753588,True
SLC30A6,0.1350932932759405,0.0043370492866776,True
NLRC4,0.4908980208950168,0.0006868120569439,True
YIPF4,0.225500953381637,0.000684220419118,True
STRN,0.1117469026504079,0.0033032468920858,True
CEBPZOS,0.1836003381260392,0.0006588618453153,True
CEBPZ,0.1910994521034721,0.0015431317166646,True
NDUFAF7,0.1841698224189124,0.0005922332435859,True
QPCT,0.2713817752350314,0.0052553859859754,True
AC010878.3,0.5221779717637981,0.0061280041100234,True
CYP1B1-AS1,0.6672172091338145,0.0009676228510526,True
RP11-314C9.1,0.7024102924015004,1.931458677547805e-05,True
AC009229.6,0.3714248127566278,0.0006050965146857,True
RP11-314C9.2,0.340804397493238,0.003469214325069,True
ATL2,0.1499225499578176,0.0016781437947739,True
RP11-173C1.1,-0.1617705203356362,0.0066342646794403,True
SLC8A1-AS1,0.401435103557465,0.000698354194804,True
SLC8A1,0.3648646984831463,0.0004572495747315,True
FTOP1,0.405564918662632,0.0020730613336369,True
PPM1B,0.1617770336389248,0.0047101105492394,True
SLC3A1,0.2674470138838518,0.0020907487492623,True
SRBD1,0.2324233806599797,3.12918402073433e-07,True
MCFD2,0.1297394908243587,0.0040399373391489,True
AC073283.4,0.333458800968008,0.0005044416781397,True
EPCAM,0.6185013440862455,0.00021743706809,True
FBXO11,0.1726104599204346,0.0032031935243564,True
AC079807.4,0.3285205605744627,0.0013433876088475,True
FOXN2,0.252222963422038,0.001424801297996,True
PPP1R21,0.1570316712464618,0.0007742790869671,True
RP11-443F4.1,0.3218597026244148,0.0031709016651161,True
AC092839.4,0.0734924736368938,0.0036927980614302,True
RTN4,0.157606939571243,0.0063329210331964,True
EIF3FP3,-0.2282632167667146,0.0001565030243681,True
PAPOLG,0.1202376741420862,0.0032248245367727,True
COMMD1,-0.1377399403538201,0.0007932753283771,True
B3GNT2,0.2087987325868188,0.0049428731618588,True
UGP2,0.1175640907173847,0.0073862339275904,True
LINC00309,0.1691809104131841,0.0043859575546691,True
RP11-547M24.1,0.2816464973197138,0.0002324426418398,True
AC008074.5,0.3328153771443767,0.0046104147632599,True
LGALSL,0.4435111542277748,3.749623527840301e-05,True
MEIS1,0.1717370335238216,0.006303856011354,True
C1D,0.2064941623391616,0.0017525751201498,True
RP11-474G23.3,0.2928587639846083,0.0016051993239355,True
GMCL1,0.1550615734783935,0.0024323438104191,True
ASPRV1,0.3399611561323207,0.0030080588481858,True
