Gene,Coefficient(Slope),P-Value,null_rejected
IDUA,-0.2140885705703605,0.003335831946291,True
FGFRL1,-0.3086907726209276,0.0022486171460201,True
RNF212,-0.3462551429914788,0.0003602390973395,True
SPON2,-0.498568034311951,0.0002281883307305,True
RP11-20I20.4,-0.5520584202481285,0.0001702713572142,True
LETM1,-0.1088453261312118,0.0023113125596429,True
NELFA,-0.1315747531858778,0.0008180646036856,True
MXD4,-0.3088654090481928,9.009319843645587e-10,True
MFSD10,-0.1145083655433794,0.0034998996181786,True
NOP14-AS1,-0.1234005261332502,0.0048708046363287,True
HTT,-0.1555684037529461,0.0001091512526627,True
RP11-265O12.1,0.3124269897340923,0.0068576273519024,True
STX18,-0.1006949091962499,0.0002264422456916,True
CYTL1,-0.3042433476811949,0.0019228116561605,True
STK32B,-0.3536186881835351,8.524233460959429e-07,True
EVC2,-0.5405156510183918,6.272156149913512e-07,True
EVC,-0.3166296795228656,5.840537027528881e-05,True
CRMP1,-0.3302017750419554,7.915845683386818e-05,True
MRFAP1L1,0.1307161388448701,0.0052584360282071,True
KIAA0232,0.1759443721528943,0.0042817753151938,True
TBC1D14,0.2863239616170619,0.0003480961845935,True
SH3TC1,-0.1923732818361313,0.0002200024646328,True
RP11-448G15.3,0.2513542569743704,0.0079490120678502,True
BOD1L1,0.2163964980109206,0.0001013310939653,True
FBXL5,0.180649933431824,0.0061793352057982,True
RP11-442P12.2,0.3288117958047752,0.0002020980635802,True
FGFBP2,-0.4296542780339741,0.0024992506499893,True
PGM2,0.2690747496717824,0.0036628517422664,True
RP11-177C12.5,0.4259225450427484,0.0056757628494334,True
RP11-177C12.1,0.5342229948569295,0.0012976410234776,True
LINC01259,0.2837560266768531,0.0053306638183081,True
TLR10,0.5170010354568454,3.825236227406207e-05,True
TLR1,0.3489420577598025,0.0007429821085474,True
TLR6,0.3494406307206333,0.0005806385324708,True
UGDH,0.140645068619953,0.0051765421542688,True
SMIM14,0.1675406521900045,0.0036327449289426,True
RBM47,0.3505230447326237,0.0003604826167526,True
RP11-588L15.2,0.3456258182540403,0.0018327971568225,True
NSUN7,0.4910613849978593,0.00017379773182,True
ARL4AP2,0.4347733384095831,0.0007555464826855,True
APBB2,0.2560568379474379,0.0025084500423201,True
TMEM33,0.2244139711668818,0.0028015321906281,True
DCAF4L1,0.4487413127772778,0.0023157825999432,True
RP11-814H16.2,0.1870389586446267,0.0021950500802319,True
RP11-109E24.1,0.2989090359197704,0.0001146544479736,True
RP11-317G22.2,0.0196940272703549,0.0038054069463241,True
RPL21P44,0.2914570233993037,0.0041534973162997,True
RP11-571I18.4,0.3116327469475787,0.0003189841578036,True
CHIC2,0.2016690109633584,0.0032080829182781,True
LRRC34P2,0.0194158861469526,0.0071783550828375,True
TMEM165,0.2669785814854365,0.0039950246081038,True
EXOC1,0.2232255718115544,0.0002517611595269,True
RNU6-652P,0.0422420438093898,0.0074970736734045,True
CEP135,0.1857722006093452,0.00097931774213,True
PPAT,0.1733220671058678,0.0079639743323039,True
REST,0.1305186337965215,0.0025950058927447,True
RP11-704M14.1,-0.6250223624401526,1.289823334774327e-05,True
RP11-618I10.1,-0.2274318404867074,0.0058809047921364,True
SULT1B1,0.5061839958915871,0.001024908984269,True
ADAMTS3,0.6140009658320134,0.0013841472793014,True
CXCL5,0.3393264713310149,0.0061790931262816,True
THAP6,0.1805724334599628,0.0007406475006974,True
NAAA,-0.1976721074249401,0.0003522405275909,True
CCNG2,0.2219130963270004,0.0010621808831628,True
CTB-179I1.1,0.0681234984420208,0.0012517728722088,True
ANXA3,0.5307069514785869,7.432869261059444e-05,True
LINC01094,0.486516809992821,0.0001609264526501,True
ANTXR2,0.2363202966663187,0.0007119587444343,True
BIN2P1,0.2375712784652841,0.0071279861252916,True
HNRNPD,-0.0898644138450563,0.0051632161866726,True
SEC31A,-0.1289527160248632,0.0039603263736935,True
WDFY3,0.3482033045213544,2.680390295749388e-05,True
WDFY3-AS2,0.3581000044104511,0.0019122221349429,True
ARHGAP24,0.240831010119951,0.0017027091269327,True
AFF1,0.1560811508044498,0.0004153055736903,True
KLHL8,0.3554826176924912,0.000454549024462,True
HSD17B13,0.2652321965719739,0.0016717304268576,True
HERC3,0.1388827816606379,0.0016272718317041,True
FAM13A-AS1,0.199858317506333,0.0060965028533951,True
FAM13A,0.1656728435335118,0.0001661552535157,True
RP11-115D19.2,0.0760967424554775,0.0040838043785635,True
HPGDS,-0.3999959721436051,0.0009925310807383,True
DAPP1,0.2487075089585241,7.579856688550407e-05,True
LAMTOR3,0.208376428189504,0.001751185147649,True
DNAJB14,0.232921123085149,0.002242423967312,True
LINC01218,0.2021837852982189,0.0077695836690172,True
PPP3CA,0.1582854084927563,0.0072348208172641,True
MANBA,0.1405661741284663,0.0008485132144308,True
LRRC37A15P,0.2863539288049869,0.0026960238319653,True
KRT8P46,0.288408757133794,0.0046376434636019,True
RP11-556I14.1,0.1727504834476119,0.0053245985864794,True
AC004069.2,0.4590759882223486,0.0001100618232179,True
TET2,0.217978367842534,0.0006136386419566,True
INTS12,0.0996699855151035,0.0052744023623244,True
CYP2U1,0.2082635833242669,0.0018352408854751,True
PLA2G12A,0.1227573536554802,0.002910108810813,True
EGF,0.3872779841081001,0.0008323270354721,True
C4orf32,0.1923197545712003,0.0003174688352154,True
TIFA,0.2062426480195131,0.002655610669535,True
ALPK1,0.4232796137239651,3.3619915647190895e-06,True
RTEL1P1,0.3849529626262462,4.428236658199359e-05,True
RP11-402J6.3,0.2882088618210743,0.0025745321017605,True
LARP7,0.184638245408504,0.0020308192215933,True
NDST3,0.4533563629492398,0.0002057140202142,True
USP53,0.2115607883151044,0.0023991052071483,True
C4orf3,0.1933690880030288,0.0025650902622971,True
RP11-548H18.2,0.3264454476763377,0.0007508448752507,True
GTF2IP12,0.2661825867505547,0.0009660980390084,True
RP11-33B1.1,0.2175180871629244,0.0003033499515286,True
PDE5A,0.2663318024849128,0.000233436872917,True
PRDM5,0.6566606139401151,8.589008145332794e-07,True
NDNF,0.3537468324221718,0.0023982514566396,True
KIAA1109,0.1622030883993964,0.0050955515895291,True
LINC01091,0.2078917282861956,0.0008033242322901,True
JADRR,0.0695519393892487,0.0012123221472723,True
JADE1,0.1275846744277403,0.000553735054868,True
SCLT1,0.1571650772466227,0.0048327032524113,True
SLC7A11,0.3837641889860331,6.859319605171268e-06,True
RP11-98O2.1,0.1752474359408554,0.0030791602509524,True
ELF2,0.233788468279005,3.782461818906542e-05,True
RP11-83A24.2,0.3019392117679379,0.0001582255184781,True
RP11-83A24.1,0.2292754808050957,0.0073014301309605,True
RAB33B,0.3428799919703495,1.9985215943140257e-05,True
ELMOD2,0.2696504969399286,0.0041758565480827,True
GAB1,0.2089764661049841,0.000647069508979,True
AK4P6,0.0512122836554218,0.0003561349345081,True
FAM160A1,0.3327123551027357,0.0040228831800015,True
RP11-164P12.5,0.3647541119225157,0.0004598205266709,True
DKFZP434I0714,0.2193134636182087,0.0052393889229876,True
KIAA0922,0.1053262464712039,0.0006094801153627,True
TLR2,0.2981262824004116,0.0006333887081094,True
RNF175,0.3081182274320944,0.0019356878901861,True
RP11-153M7.5,0.4696780525827264,0.0005637861423499,True
RP11-158C21.2,0.0597928934746962,0.006613042004322,True
C4orf46,0.1316069694829693,0.0073375002738001,True
PPID,0.2120456254390627,0.0007350928396118,True
TMEM192,0.1118991651353242,0.0015223664440028,True
KLHL2,0.5217415993467593,1.5446270852832056e-05,True
GK3P,0.3018210094557487,0.002942944423583,True
DDX60L,0.2856258647895995,0.000100215163512,True
GALNT7,0.278693598258264,6.751734261473401e-05,True
RP11-798M19.3,0.2129632555323687,0.003723664935439,True
HMGB2,0.234275736940336,0.0016144851869205,True
RP11-489G11.3,0.2001890781983217,0.0070161863164129,True
FBXO8,0.1568438063265028,0.0038657405157478,True
CEP44,0.1796977204189981,0.0005451471266569,True
HPGD,0.8609064459152025,1.4188357592859466e-05,True
RP11-440I14.2,0.3531603100202977,0.0008931944732492,True
RP11-440I14.3,0.6505079522602694,2.3207397867809963e-05,True
VEGFC,0.3440710547708654,0.0005925613954626,True
DCTD,-0.1197677035956229,0.0032356792309542,True
RP11-290F5.2,0.2937010961458093,0.0055829766160612,True
IRF2,0.1964823105632173,0.0003609662422675,True
CASP3,0.1792778653823939,0.00071829669316,True
ACSL1,0.3004352553769679,0.0002089015946722,True
MIR3945HG,0.474046377658029,0.0002232928147798,True
LINC01093,0.586615387958058,0.0001367977366715,True
SDHA,-0.1399835237394302,0.0006467433390512,True
SPCS2P3,0.0528728141995115,0.0048537508008071,True
BRD9,-0.0961767735051884,0.0001995315362432,True
SLC12A7,-0.2382932821000016,0.0021127934456708,True
NDUFS6,-0.1218369367473845,0.0041841192568045,True
IRX4,-0.2112559479455346,0.0028265175567704,True
FAM173B,0.1919719589939153,0.0054043404324559,True
ROPN1L,0.3830860730780048,0.001021969410441,True
LINC01513,0.3825123923632213,0.0037893500363169,True
RPL30P7,0.479694407357274,0.0005803920809659,True
LINC02212,0.2922946665637111,0.0039302870914014,True
LINC02213,0.2983841027260122,0.0021674722125804,True
RP11-54F2.9,0.3944738907424843,5.753066502019892e-05,True
DAP,-0.1474965629316271,0.0001440068234776,True
CTD-2165H16.3,0.5045542046001521,0.0006551092625612,True
FAM134B,0.1841858927492916,0.0035624291130857,True
MYO10,0.2775363758248628,0.0062092069957116,True
RNA5SP179,0.033583777243074,0.0075688195519011,True
AC091878.1,0.4817706210838627,0.0007313374751545,True
LINC02217,0.5618825432797735,6.18861344501077e-05,True
RP11-432M8.15,0.0628416337317153,0.0024547019098411,True
GOLPH3,0.1263284553537635,0.0031563609575961,True
AMACR,0.2145986403794317,0.0027066587446812,True
SLC1A3,0.5798461195350315,3.1536168525556185e-05,True
CTD-2353F22.2,0.765133338469653,6.89804377166657e-08,True
NIPBL,0.118248522579874,0.0017034108013476,True
RPS4XP6,0.2729422158431816,0.0020051425450139,True
FYB,0.2178050638271441,9.386508518708124e-05,True
PRKAA1,0.1429004641717273,0.0014112299172922,True
CARD6,0.4453317976333426,0.0026507446166745,True
CCDC152,-0.2567645555208226,0.0065486261776449,True
CTD-2035E11.5,0.2522978823319896,0.007201750645958,True
RP11-447H19.3,0.1156162475084697,0.0049674104067773,True
PARP8,0.1362333354415752,0.0023019083338846,True
IL6ST,0.2247613935334222,0.0001237020192314,True
C5orf67,0.458646616744458,0.0012907923575515,True
AC022431.3,0.3868740525822216,0.0078100006151879,True
MAP3K1,0.2293072815546923,0.0011031190463756,True
GPBP1,0.1120741993725018,0.0057463192376258,True
RP11-266N13.2,0.3384681872886434,0.0014782330164417,True
IPO11,0.3843661132241979,7.654664793617132e-06,True
LRRC70,0.4659775796006526,0.0001334296025872,True
TRIM23,0.2703957345986553,0.0006921259207777,True
ERBIN,0.1842069775240796,0.0021505173288228,True
MAST4,0.1547365985483774,0.0062000687241987,True
CDK7,0.1216124681840699,0.0066891856179517,True
MARVELD2,0.3543857561675977,0.000178925546166,True
GTF2H2C,0.2965555533410288,8.670646739765969e-05,True
RP11-848G14.2,0.4898484737975606,0.0004927865379901,True
RP11-848G14.5,0.4605873871061085,0.0072574238610743,True
RP11-98J23.1,0.5731741637181346,0.0022659669841376,True
RP11-1319K7.1,0.4970069750653376,9.773420545656124e-05,True
GTF2H2B,0.3606232353725597,0.0025932321478754,True
NAIP,0.478269383594498,0.000228659426829,True
GTF2H2,0.3258766852356594,0.004065551651508,True
RP11-1280N14.3,0.3888510874031701,0.0044535976065893,True
TNPO1,0.2187124236244184,9.382120093160714e-05,True
FCHO2,0.3472527460269374,3.93021514020476e-05,True
TMEM171,-0.3393189985188896,0.0021151948872288,True
BTF3,-0.127824157245981,0.0051121906069602,True
ANKRA2,0.1505601629665777,0.0031753627428295,True
ENC1,-0.3482632470947109,0.0001723917509339,True
GFM2,0.1252502825975239,0.0013253462959305,True
HMGCR,0.1740795026593808,0.0014004537288597,True
COL4A3BP,0.2343649321128253,0.0003823685399652,True
IQGAP2,0.1829154560178617,0.0012048588019098,True
F2RL1,0.5350818764449372,6.517095359601598e-05,True
AGGF1,0.2006241172491082,0.001641816469157,True
MTX3,0.1853181116470711,0.0049470025715387,True
ZFYVE16,0.2656498480577328,0.0001286090668741,True
CTD-2015H6.3,0.2771349222961585,0.0015425885885562,True
RP11-343L5.2,0.4169865695441083,0.0014015204230569,True
XRCC4,0.2939604407855922,0.0006862386785573,True
CTD-2299E8.1,0.0528491602775297,0.002755128800442,True
RASA1,0.1397821283571174,0.0048692434283154,True
CTD-2232E5.2,0.1731664468535612,0.0043657305193211,True
LYSMD3,0.2315651299316267,0.0011034506198391,True
FAM172A,0.2011360819985523,0.0011090703333522,True
RP11-549J18.1,0.2719178978338035,0.000596667390933,True
KIAA0825,0.3725362208721902,4.509893020124133e-05,True
CTC-303L1.1,0.4797923259015579,0.0001054209738386,True
SLF1,0.3008654673306502,7.968182028960656e-06,True
MCTP1,0.2679637561923561,2.152921120732588e-05,True
AC008592.8,0.3864844914428899,0.0003782370292324,True
CTD-2007H13.1,0.2571535999448712,0.0004201326708345,True
FAM174A,0.2216584812769056,0.0008228027145545,True
ST8SIA4,0.2972250064123715,5.073576742585585e-06,True
SLCO4C1,0.3606188382243042,6.78840852387939e-06,True
RN7SKP68,0.0252491106493482,0.0057398292293923,True
PAM,0.1689396037904821,0.0042175044811897,True
C5orf30,0.464313614109029,0.0022726946179932,True
CTD-2154H6.1,0.284676523338177,0.0059045982044383,True
EFNA5,0.3122285171015287,0.0032326309286461,True
PJA2,0.2032791767721951,0.0009381536326461,True
HMGB3P16,0.0353461632664711,0.0075543820198713,True
APC,0.2427042944596157,0.0004697763214698,True
SRP19,0.1265376147360019,0.0018243350603709,True
DCP2,0.270883074059891,0.0005427888359861,True
MCC,0.2882625739525542,0.00038613805524,True
TRIM36,0.2156325250042428,0.0065879189706354,True
CTC-428G20.2,0.1964411516391589,0.0041770797520286,True
PGGT1B,0.2139069204795969,0.00172415142529,True
AP3S1,0.1240246808117174,0.0065472504765575,True
TNFAIP8,0.1273666497304872,0.0012212466749701,True
CTB-36H16.2,0.3447635596012922,0.0017323888837115,True
CEP120,0.1447130997299582,0.0071977658979233,True
CSNK1G3,0.1516137540238874,0.0031026559050343,True
HMGB1P29,0.0532899522509774,0.0028413744190702,True
ZNF608,0.7259029845320965,4.570735530674498e-07,True
RP11-436H11.5,0.1098830584054331,0.0005996394544203,True
LMNB1,0.2756999881153478,0.0001049558128708,True
FNIP1,0.1969870957960937,0.0018610429170538,True
P4HA2,0.3395532577803925,3.431096014833263e-05,True
SLC22A4,0.420044231268025,0.0003661543447836,True
AC034220.3,0.2318426904059148,0.002231200341894,True
AC116366.5,0.3284659161198219,0.0075207725269382,True
IL13,-0.3561295113799247,0.0048847610186577,True
IL4,-0.3666560997240532,0.0057986836187874,True
LEAP2,0.1855963081561575,0.0023065673590706,True
VDAC1,-0.1591801016868691,0.0005486795619593,True
UBE2B,0.1722757457544241,0.0014042174170131,True
RP11-215P8.2,0.2895938262557991,0.0026832130537338,True
AC005355.1,0.1861928609649165,0.0025989747510468,True
MTND4P12,-0.2690667077224071,0.0035090377560857,True
TGFBI,-0.2314887658384014,0.0006252494840411,True
HNRNPA0,-0.1364254897587029,0.0036043789829351,True
BRD8,0.117033499153624,0.003061292567025,True
CDC25C,0.2792798822376743,0.00410332269928,True
KDM3B,0.1276381926607998,0.0013334693949068,True
UBE2D2,-0.0578280340308023,0.0076168324034069,True
PFDN1,-0.0912425108882438,0.004168615413651,True
SLC4A9,0.4600965522143938,0.0002464227200965,True
APBB3,-0.132225695940986,0.0073861670156545,True
HAUS1P1,0.4544408381658961,0.0071688643799595,True
HARS,-0.0824050287849866,0.0007805902003685,True
CH17-140K24.1,0.0378305651542683,0.0018627419907995,True
PCDHB11,0.1897619197603224,0.0051249334499155,True
TAF7,0.1475294806762885,0.0066059411413085,True
RELL2,-0.1613383618889333,9.045379878593914e-05,True
KIAA0141,-0.1064535290772638,7.404384818222206e-05,True
ARHGAP26,0.2041326827445136,0.0005284812389226,True
JAKMIP2,-0.3406345133067507,0.0007970106588465,True
FBXO38,0.2156691268283902,0.0016189563512729,True
SH3TC2,0.3093314770258488,0.0015516925057264,True
CSF1R,-0.2821696277736721,0.0002441831341687,True
PDGFRB,-0.4331828817206491,0.0009450569360013,True
CD74,-0.3204141185499176,0.0001634301322481,True
RPS14,-0.1882365103421811,0.0015815346230358,True
SLC36A1,0.2894401892727314,0.0022115445987885,True
MFAP3,0.2852686958223157,0.0004882078052851,True
SAP30L-AS1,0.1961704030645042,0.0035668966206984,True
SAP30L,0.2798827723824137,0.0078438938074134,True
HAVCR2,-0.262052713184859,0.0004315410385296,True
CTB-120L21.1,-0.2180810794787774,0.0075511922319164,True
RNF145,0.149099962844786,0.0011757051744895,True
UBLCP1,0.2525086408055147,0.0003886826226345,True
IL12B,0.3309389172010161,0.0001437533747395,True
FABP6,0.3961979832055828,0.0032673375725217,True
MAT2B,0.1187595453057621,0.0026566531187379,True
SPDL1,0.1776964714058224,0.0054603271981242,True
LINC01187,0.3384742793009976,0.0038599508852492,True
RP11-779O18.1,0.3917848618738871,0.0047783517940229,True
RP11-779O18.2,0.4861399456904389,0.0009612883978322,True
RP11-779O18.3,0.2959621309617434,0.004228405137638,True
CREBRF,0.2027509277841425,0.004045111731672,True
CPEB4,0.2483898365604535,0.0001686309576109,True
RN7SKP148,0.0783403141153766,0.0007499316586944,True
RP11-826N14.1,0.2019524893415033,0.0056053598713046,True
HIGD2A,-0.1775253936259093,1.4621287927180715e-05,True
CDHR2,0.3519095880035958,0.0001187495784021,True
TSPAN17,-0.1480221406793413,0.0002893622525693,True
MXD3,0.2621047634423439,0.0004678483201806,True
RGS14,0.1890163621325219,0.0052331480058778,True
DDX41,-0.1569282959925788,0.0001191080177731,True
TMED9,-0.1139222732979151,7.209086072769755e-05,True
B4GALT7,-0.2411493826417543,2.706988029610024e-06,True
RP11-1252I4.2,-0.2309984898031085,0.0023301773234073,True
RP11-889L3.1,-0.2015686102524911,0.0063505629740848,True
CLK4,0.3188856443235819,2.8556013243326553e-05,True
RN7SKP70,0.1962258164163122,0.0030565125511303,True
ZNF354A,0.3717204770333657,0.0005875267222098,True
ZNF354C,0.2609370133263543,0.0022387257227263,True
ADAMTS2,0.8154278574647688,0.0006400780964244,True
CTC-241N9.1,0.2947163075634794,0.0011907784391239,True
TBC1D9B,-0.1168806793350101,8.70733102619666e-05,True
RP11-39H3.2,0.3477202892958093,0.002255094258586,True
BTNL8,0.3299137604112946,0.0029599653777498,True
RPS29P12,0.2198837864462663,0.0001394923576316,True
BTNL3,0.8026948109798642,0.0066959464798605,True
RACK1,-0.1662358654870595,9.974543744126832e-05,True
TRIM52-AS1,-0.1841075805856864,0.0009946514289145,True
FOXC1,0.3664572790940831,0.004514899870242,True
GMDS,-0.1458743410936274,5.606454767509789e-05,True
SERPINB1,0.3377803412234137,0.001557696228428,True
NQO2,0.3493494687626347,0.0013603383354858,True
RP11-506K6.4,0.2817630067478554,0.0042928315488746,True
RP3-406P24.5,0.3781563064092882,0.0002363778840459,True
LYRM4,-0.2039589680151511,9.09218526344699e-06,True
FARS2,-0.1509965652423036,0.007866455649649,True
LY86-AS1,0.2823559593846206,0.0038353088877826,True
RP1-80N2.3,0.5015374534204763,0.0001059191745417,True
SLC35B3,0.1991772336485341,0.002353509736313,True
RP11-421M1.8,0.268697356791706,0.0052605259346894,True
RNA5SP203,0.1051908297701307,0.0077625593785189,True
MAK,0.6463750455940726,2.035796730446192e-05,True
SYCP2L,-0.3764876468272827,0.0053692104721999,True
SIRT5,0.3593721482958101,0.0004208424652881,True
RANBP9,0.1263647594534623,0.0059803362071496,True
RP11-330A16.1,0.1600820416414951,0.0033054786138001,True
JARID2,-0.1265182258409598,0.0073843259045389,True
RP1-13D10.5,0.2451714383070398,3.626491894006327e-05,True
MYLIP,0.2178695599460209,0.0001177939859403,True
MRPL42P2,0.1764361582758608,0.004018328770684,True
ATXN1,0.1714834783517379,0.0003820071436397,True
FAM8A1,0.3216355250419404,5.485385290429001e-06,True
NUP153,0.14137096022663,0.0011558767861955,True
KIF13A,0.1708420574722853,0.0019087055002804,True
KDM1B,0.1169226345827881,0.0063398240590935,True
RP11-528A10.1,0.2919326335659748,0.0001928838450395,True
RNF144B,0.329028723169892,0.0011358124768818,True
E2F3,0.2887944941089683,0.0002267114359505,True
PRL,0.5900276901428445,0.0046075652090977,True
KIAA0319,0.4279828861788574,0.0003264581613927,True
KRT8P43,0.4531939870741359,9.526919094515288e-05,True
TDP2,0.2255827752662295,0.0005264995235066,True
ACOT13,0.2072193574983925,0.0011109991327546,True
C6orf62,0.1778276897463494,0.0022779122961328,True
FAM65B,0.2864479256516976,3.244325949271782e-05,True
MTCO2P33,0.3803847731227167,0.0037885728865936,True
PPIAP29,0.3645748170564465,0.0021529987471671,True
ASS1P1,0.3927223322236132,9.27240845300374e-05,True
U91328.22,0.455029302915921,5.423357442443357e-05,True
LARP1P1,0.2570674466274285,0.0044965763340499,True
BTN2A1,0.1786693386688338,0.0001162017972823,True
BTN1A1,0.323917353809287,0.0024595952452286,True
HCG11,0.3465257506304922,0.0001551599817733,True
ZNF391,0.2740754340221858,0.00397639401937,True
ZSCAN16,0.1517730804811177,0.0044267963444313,True
ZSCAN9,0.0968600467924105,0.0025329139026606,True
ZSCAN26,0.1566862761674645,0.0001656122069897,True
ZKSCAN3,0.1671510709993443,0.0001173550204271,True
HLA-F-AS1,0.2276361592404971,0.0001866098035381,True
HCG9,0.2807698715554255,0.0037695308856203,True
TRIM26,-0.1199798502321575,0.0007853773075045,True
GNL1,-0.1999402378907,0.0004635084369264,True
ABCF1,-0.1692412496337282,0.0019234810754813,True
C6orf136,-0.1255462600939402,0.0006515387518274,True
TUBB,-0.1909904239096134,0.0049715091321295,True
LINC00243,0.2666650357468556,0.0010447788857184,True
HCG21,0.134147485686057,0.0004945371960846,True
CCHCR1,-0.116097336790145,0.0073837261775755,True
POU5F1,0.3503238677728581,0.0054981744738522,True
PSORS1C3,0.4130286567654593,0.0077774524743026,True
XXbac-BPG299F13.17,0.37208853559588,0.0012041711634744,True
HCG27,0.4471566472042866,0.0005772757270396,True
XXbac-BPG299F13.14,0.0997593875769315,0.0034614973479175,True
TNF,-0.3068374093434363,0.0023784244857464,True
BAG6,-0.2203809664824513,8.950552072263602e-05,True
CSNK2B,-0.1633166285360263,1.6680898282427913e-05,True
LY6G5B,-0.2053687447315187,0.0001145876255268,True
NELFE,-0.1189527566060454,0.0004970493423246,True
RNF5,-0.1800134447688665,9.892496077670764e-06,True
HLA-DRA,-0.2376121344309509,0.0047216241636971,True
HLA-DRB5,-0.383281845835663,0.0009164711878297,True
HLA-DRB6,-0.422138453846317,0.0011791152375656,True
HLA-DRB1,-0.2802902953375893,0.0030339141127564,True
HLA-DQB1,-0.3302541134373874,0.006542290004756,True
PSMB8-AS1,0.2144308682197995,0.0008548190778268,True
TAP1,0.14388318202188,0.005682360908529,True
HLA-DMA,-0.2327711464316364,0.0012232858547513,True
HLA-DPA1,-0.3095964661119454,0.0019428554715681,True
HLA-DPB1,-0.2661046618058917,0.0068772536916063,True
RING1,-0.195176140522862,2.462420815834544e-07,True
VPS52,-0.101205427067424,0.0002619012441239,True
WDR46,-0.1569586019733252,0.0006531656896036,True
PHF1,-0.2268158409823867,0.0041906890984314,True
CUTA,-0.2072537103573442,0.0002748599546023,True
BAK1,-0.1499142762688806,0.0017299830484031,True
HMGA1,-0.1843059570080014,0.0050502385942271,True
C6orf1,-0.10996391663605,0.0018389093966919,True
PACSIN1,-0.4949635806225477,1.4660701913777123e-06,True
C6orf106,-0.1401518043446377,0.0002111166920238,True
ANKS1A,0.2515333047559502,0.0014160349638659,True
PPARD,-0.1416422841393573,0.0014208330295814,True
MIR7111,-0.0406197312248555,0.0077862846517231,True
TULP1,0.3446788064565442,0.0078456666443965,True
FKBP5,0.452625156058057,0.0005449816121086,True
RP3-340B19.5,0.3135882928151126,0.0008940276013849,True
RP3-510O8.4,0.4191185917643386,0.0010346742169223,True
SRPK1,0.2575221848510916,4.4301113622831435e-05,True
SLC26A8,0.3503983412343802,0.0002670053639933,True
DPRXP2,0.3252394758569583,0.0041462034940838,True
MAPK14,0.2967576477220527,0.0008512492800002,True
MAPK13,0.1507698567985073,0.0028394611246942,True
STK38,0.1185902936910344,0.0045642254183102,True
CDKN1A,-0.2752762163010586,0.0078240891767636,True
C6orf89,0.1708048433897176,0.0003378348541417,True
MTCH1,-0.0781550542594034,0.0023904588260381,True
DAAM2,0.7322991105579179,0.0008079588958456,True
XXyac-YR38GF2.1,0.8312647919896397,1.7781426996933923e-05,True
RP11-61I13.3,0.6912672417855052,0.000290377057622,True
LINC00951,-0.2572896988757537,0.0016674720941724,True
LRFN2,-0.6263464040537765,7.140056161474148e-05,True
ADCY10P1,0.2837923782537829,8.097366003900285e-06,True
FOXP4,-0.296014995390862,2.3494887005254327e-05,True
TOMM6,-0.1309766505987372,0.0037435765059711,True
UBR2,0.1717241009142793,0.0001055928296298,True
GLTSCR1L,0.1095773153639055,0.0047705066488075,True
C6orf226,-0.1650726444231588,0.0005070891235417,True
PPP2R5D,-0.114407046529891,0.0001118479721032,True
CUL7,-0.1034260606233844,0.0027593652820993,True
MRPL2,-0.1167182355655482,0.0041606716030123,True
CUL9,-0.103769352345535,0.0018888630685693,True
ABCC10,-0.1311634139962476,0.0004447150588338,True
TJAP1,-0.10908941058289,0.0010347067771211,True
C6orf223,-0.4680530884921114,0.0020911278955424,True
SLC29A1,-0.3007410352532678,0.0020890136759401,True
NFKBIE,-0.2168867934321795,0.0005712075056047,True
PLA2G7,-0.3815160903217174,0.0007166666451299,True
MUT,0.1597921393460123,0.0006554319934689,True
PAQR8,0.1560517637192823,0.0079972379475928,True
ELOVL5,0.1795575022072957,9.086331729670814e-05,True
KLHL31,0.2952844103018319,0.0080323296912307,True
POM121L14P,0.4667778155608,0.0055730302243454,True
PHF3,0.1005746211903364,0.0079234404749805,True
EYS,0.4009890993725866,0.0001295625904394,True
RP11-59D5__B.2,0.4417997042914507,0.0015954697813845,True
LMBRD1,0.1804653085316612,0.0052980800774597,True
DDX43,-0.588916806135107,2.599850046925172e-10,True
MB21D1,0.1671562171870711,0.005190146584318,True
TMEM30A,0.1883089687819025,0.0046369983948409,True
RP11-474L11.5,0.2436921745580938,0.0039506816541032,True
RWDD2A,0.1489405687090242,0.0035908366397129,True
PRSS35,-0.2695616698872495,0.0038323252402938,True
CYB5R4,0.2105027638255982,0.0060397419475985,True
CEP162,0.1810180065297211,0.0012614385984111,True
KRT18P64,0.0512606401466388,0.0070851214691903,True
NT5E,0.2392947781962292,0.0046003561441739,True
ORC3,0.0930726878998867,0.0035991356179591,True
CNR1,0.3583568033967421,0.0057837643860997,True
RN7SL336P,0.2827537006970948,0.0064948486594034,True
PM20D2,0.188497588651048,0.0017767963578106,True
GABRR2,0.414053232712642,0.001069931999929,True
TUBB3P1,0.1111700814089305,0.0073847681813625,True
UBE2J1,0.2543926987939589,0.0002841956039341,True
UFL1,0.1932246173933727,0.0037584216650439,True
FBXL4,0.1425946016679597,0.0039280579942356,True
COQ3,0.2077648105768349,0.0057348469467859,True
PNISR,0.1656939491988434,0.0003065255323619,True
PRDM13,0.168306752466639,0.0004922083142363,True
ATG5,0.1216093246682793,0.0044737003783367,True
AIM1,0.1485284787297199,0.0015394548455765,True
NR2E1,0.5657691615349713,0.0010740684447686,True
RP3-429G5.5,0.1005145824720718,0.0038874881060041,True
SUMO2P8,0.1556602200633312,0.0062112545586679,True
ARMC2,0.1798846240567519,4.266788283342922e-06,True
SESN1,0.2332350768335855,1.2003981417792728e-05,True
